final_t_O1,final_t_O2,final_t_O3,final_dt_O2_O1,final_dt_O3_O1,final_dt_O3_O2,num_horizon_O2_O1,num_horizon_O3_O1,num_horizon_O3_O2,runtime_sec,noise_level,run_index
74.10494039119376,12674.443470090926,40071.89805344142,12600.338529699733,39997.793113050226,27397.454583350496,4,4,4,0.04852914810180664,0.05007542138140152,168
74.09835363235409,12674.443503106064,40071.89750531676,12600.34514947371,39997.799151684405,27397.454002210696,4,4,4,0.05013680458068848,0.013647915549915414,169
74.09782108276254,12674.443483241836,40071.89759155053,12600.345662159072,39997.79977046777,27397.454108308695,4,4,4,0.05046844482421875,0.01884808911987869,170
74.10014470898355,12674.443756542438,40071.897570858986,12600.343611833454,39997.797426150006,27397.45381431655,4,4,4,0.04984569549560547,0.08835343952965417,171
74.09852814573202,12674.443519340257,40071.897570284185,12600.344991194524,39997.79904213845,27397.45405094393,4,4,4,0.04897451400756836,0.0014770969336961649,172
74.09503721528034,12674.443901811866,40071.89757968704,12600.348864596586,39997.80254247176,27397.45367787518,4,4,4,0.05008673667907715,0.04613927128022867,173
74.10628605143516,12674.443584622944,40071.89787099861,12600.337298571509,39997.791584947176,27397.454286375665,4,4,4,0.05402255058288574,0.052719846602916176,174
74.09326600777288,12674.443593290856,40071.89751677662,12600.350327283084,39997.804250768844,27397.453923485762,4,4,4,0.049482107162475586,0.05364793919603055,175
74.09958283768857,12674.443605619017,40071.89762273985,12600.344022781328,39997.79803990216,27397.454017120835,4,4,4,0.0543978214263916,0.016328577639375463,176
74.09890449132266,12674.443556014725,40071.89760963658,12600.344651523403,39997.79870514526,27397.454053621856,4,4,4,0.04914093017578125,0.0056290484852740685,177
74.10282596957737,12674.44333728314,40071.897628325125,12600.340511313563,39997.79480235555,27397.454291041984,4,4,4,0.04869985580444336,0.04359160185731853,178
74.10056276513734,12674.443565470228,40071.897601800105,12600.34300270509,39997.797039034966,27397.454036329877,4,4,4,0.0507352352142334,0.016086467105576974,179
